run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.0,2022-07-01 20:56:58.365914,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,30,0.03177464380860329,0.9906251430511475
,1.2.0,2022-07-01 20:57:17.950188,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,30,0.03177464380860329,0.9906251430511475
,1.2.0,2022-07-01 20:57:37.400044,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,30,0.03177464380860329,0.9906251430511475
,1.2.0,2022-07-01 20:57:56.369646,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,30,0.03177464380860329,0.9906251430511475
,1.2.0,2022-07-01 20:58:15.147146,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,30,0.03177464380860329,0.9906251430511475
