run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.0,2022-07-01 22:43:29.365379,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,30,0.03177464380860329,0.9906251430511475
,1.2.0,2022-07-01 22:43:48.643254,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,30,0.03177464380860329,0.9906251430511475
,1.2.0,2022-07-01 22:44:07.888378,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,30,0.03177464380860329,0.9906251430511475
,1.2.0,2022-07-01 22:44:26.376090,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,30,0.03177464380860329,0.9906251430511475
,1.2.0,2022-07-01 22:44:46.592893,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,30,0.03177464380860329,0.9906251430511475
