run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.1,2022-07-11 18:32:16.302291,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.02450636588037014,0.9922000169754028
,1.2.1,2022-07-11 18:32:40.896522,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.02450636588037014,0.9922000169754028
,1.2.1,2022-07-11 18:33:05.997864,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.02450636588037014,0.9922000169754028
,1.2.1,2022-07-11 18:33:31.094865,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.02450636588037014,0.9922000169754028
,1.2.1,2022-07-11 18:33:56.347329,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.02450636588037014,0.9922000169754028
