run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.0,2022-07-11 23:56:16.796619,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.024256784468889236,0.9939256906509399
,1.2.0,2022-07-11 23:56:31.726437,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.024256784468889236,0.9939256906509399
,1.2.0,2022-07-11 23:56:46.540228,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.024256784468889236,0.9939256906509399
,1.2.0,2022-07-11 23:57:01.511153,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.024256784468889236,0.9939256906509399
,1.2.0,2022-07-11 23:57:16.544328,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.024256784468889236,0.9939256906509399
