run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.0,2022-07-01 22:37:42.486902,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,2,0.34679120779037476,0.8675600290298462
,1.2.0,2022-07-01 22:39:36.786014,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,2,0.34679120779037476,0.8675600290298462
,1.2.0,2022-07-01 22:41:32.724513,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,2,0.34679120779037476,0.8675600290298462
,1.2.0,2022-07-01 22:43:29.846600,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,2,0.34679120779037476,0.8675600290298462
,1.2.0,2022-07-01 22:45:22.561181,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,2,0.34679120779037476,0.8675600290298462
