run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.0,2022-07-10 18:53:28.049059,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.026379462331533432,0.9899229407310486
,1.2.0,2022-07-10 18:54:58.843958,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.026379462331533432,0.9899229407310486
,1.2.0,2022-07-10 18:56:33.638542,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.026379462331533432,0.9899229407310486
,1.2.0,2022-07-10 18:58:07.324170,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.026379462331533432,0.9899229407310486
,1.2.0,2022-07-10 18:59:41.412099,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.026379462331533432,0.9899229407310486
