run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.0,2022-07-01 21:49:48.553650,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.013638035394251347,0.9949439167976379
,1.2.0,2022-07-01 21:50:08.755506,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.013638035394251347,0.9949439167976379
,1.2.0,2022-07-01 21:50:28.506486,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.013638035394251347,0.9949439167976379
,1.2.0,2022-07-01 21:50:48.317179,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.013638035394251347,0.9949439167976379
,1.2.0,2022-07-01 21:51:09.564671,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,10.2.1 20210130 (Red Hat 10.2.1-11),30,0.013638035394251347,0.9949439167976379
