run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.0,2022-07-11 00:44:48.845773,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,2,0.3537842333316803,0.8616799712181091
,1.2.0,2022-07-11 00:57:22.638200,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,2,0.3537842333316803,0.8616799712181091
,1.2.0,2022-07-11 01:10:01.383771,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,2,0.3537842333316803,0.8616799712181091
,1.2.0,2022-07-11 01:22:40.050551,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,2,0.3537842333316803,0.8616799712181091
,1.2.0,2022-07-11 01:35:12.998927,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,2,0.3537842333316803,0.8616799712181091
