run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.1,2022-07-10 22:10:06.778750,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.024222230538725853,0.9919999837875366
,1.2.1,2022-07-10 22:12:07.029137,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.024222230538725853,0.9919999837875366
,1.2.1,2022-07-10 22:14:16.792205,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.024222230538725853,0.9919999837875366
,1.2.1,2022-07-10 22:16:10.291419,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.024222230538725853,0.9919999837875366
,1.2.1,2022-07-10 22:18:09.427786,"3.8.10 (default, Nov 26 2021, 20:14:08) 
[GCC 9.3.0]",2.8.0,7.3.1 20180303,15,0.024222230538725853,0.9919999837875366
