run_name,script_version,date_time,python_version,tensorflow_version,tensorflow_compiler_version,epochs,test_loss,test_accuracy
,1.2.1,2022-07-02 04:22:02.597075,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,15,0.02450636588037014,0.9922000169754028
,1.2.1,2022-07-02 04:22:30.420525,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,15,0.02450636588037014,0.9922000169754028
,1.2.1,2022-07-02 04:23:02.971095,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,15,0.02450636588037014,0.9922000169754028
,1.2.1,2022-07-02 04:23:36.290645,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,15,0.02450636588037014,0.9922000169754028
,1.2.1,2022-07-02 04:24:05.587252,"3.8.10 (default, Mar 15 2022, 12:22:08) 
[GCC 9.4.0]",2.9.1,9.3.1 20200408,15,0.02450636588037014,0.9922000169754028
